repo,doi,pmid,grant_funded,funding_sources,num_linked_grants,num_developer_grants,num_collaborator_grants,developer_project_nums,developer_core_nums,developer_orgs,developer_org_states,developer_agencies,developer_cost_by_currency,developer_cost_usd,all_org_names,all_agencies,total_cost_by_currency,total_cost_usd,earliest_project_start,latest_project_end,note
ComputationalProteomics/NormalyzerDE,10.1021/acs.jproteome.8b00523,30277078,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
CostaLab/reg-gen,10.1186/s12859-023-05184-5,36879236,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
crazyhottommy/getting-started-with-genomics-tools-and-resources,10.1371/journal.pcbi.1003662,24921255,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
crimBubble/ECCsplorer,10.1186/s12859-021-04545-2,35030991,True,Other,3,2,1,HE 7194/2-1; 031B0224B,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
csbl-usp/CEMiTool,10.1186/s12859-018-2053-1,29458351,True,Other,4,4,0,2012/19278-6; 443719/2014-4; 305985/2014-0; 2013/08216-2,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
czbiohub-sf/dashit,10.1186/s13059-016-0904-5,26944702,True,NIH,4,0,4,,,,,,,,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",NIGMS; NIBIB; NCATS,USD:4931041,4931041.0,1978-07-01T00:00:00,2023-08-31T00:00:00,OK
daisybio/TF-Prioritizer,10.1093/gigascience/giad026,37132521,True,Other,10,3,7,01ZX2208A; 031L0309A; SFB1531,,,,Other,,,Technische Universität München (TUM); Goethe-Universität Frankfurt am Main; UNIVERSITEIT MAASTRICHT,Other,EUR:8395256,,2018-02-01 00:00:00,2024-01-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
daisybio/drevalpy,10.1038/s41467-026-72903-w,42120410,True,Other,3,0,3,,,,,,,,Technische Universität München (TUM),Other,EUR:109942,,2019-01-01 00:00:00,2019-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
danforthcenter/plantcv,10.1016/j.molp.2015.06.005,26099924,True,NIH; Other; NSF,11,9,2,5R37AI043288-21; DE-SC0006627; IOS-1027542; MOW-2012-01361; 2014-67012-22269; IOS-1202682; MCB-1330562; IIA-1355406; DOE-SC-008796,R37AI043288,DONALD DANFORTH PLANT SCIENCE CENTER,MO,NIAID; Other; NSF,USD:200000,200000.0,DONALD DANFORTH PLANT SCIENCE CENTER; WASHINGTON STATE UNIVERSITY; OREGON STATE UNIVERSITY,NIAID; Other; NSF,USD:475741,475741.0,1997-09-30T00:00:00,2019-02-28T00:00:00,OK
Daniel-Liu-c0deb0t/block-aligner,10.1093/bioinformatics/btad487,37535681,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
dantaki/SV2,10.1093/bioinformatics/btx813,29300834,True,NIH,4,1,3,3R01MH076431-09S2,R01MH076431,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,NIMH,USD:114287,114287.0,"JACKSON LABORATORY; UNIVERSITY OF CALIFORNIA, SAN DIEGO",NHGRI; NIGMS; NIMH,USD:2750557,2750557.0,1998-07-01T00:00:00,2023-06-30T00:00:00,OK
davidlougheed/strkit,10.1101/gr.280766.125,41539721,True,Other,2,2,0,RGPIN-2024-05329; PJT-191707,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
DavisLaboratory/singscore,10.1186/s12859-018-2435-4,30400809,True,Other,3,2,1,AP1141361; APP1128609,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
dbeisser/Natrix2,10.3897/mbmg.7.109389,,True,Other,3,0,3,,,,,,,,Universität Duisburg-Essen,Other,EUR:2528658,,2021-01-01 00:00:00,2021-12-31 00:00:00,OK
DecodeGenetics/graphtyper,10.1038/ng.3964,28945251,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
DeepChainBio/bio-transformers,10.1101/2020.12.15.422761,,True,NIH,1,0,1,,,,,,,,,NIH,,,,,OK
deeptools/deepTools,10.1093/nar/gku365,24799436,True,Other,1,0,1,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
deeptools/HiCExplorer,10.1093/gigascience/giac061,35809047,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
DEIB-GECO/PyGMQL,10.1186/s12859-019-3159-9,31703553,True,Other,1,0,1,,,,,,,,POLITECNICO DI MILANO,Other,EUR:2500000,,2016-09-01 00:00:00,2021-08-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
deng-lab/viroprofiler,10.1080/19490976.2023.2192522,36998174,True,Other,5,2,3,StG 803077; 955974,,,,Other,,,Technische Universität München (TUM),Other,EUR:6156733,,2015-01-01 00:00:00,2024-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
DennisSchmitz/Jovian_archive,10.1016/j.jcv.2011.03.006,21514213,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
dermasugita/Viola-SV,10.1093/bioinformatics/btab662,34534268,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
desmid/mview,10.1093/bioinformatics/14.4.380,9632837,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
DessimozLab/FastOMA,10.1038/s41592-024-02552-8,39753922,True,Other,1,1,0,205085,,University of Lausanne,,Other,CHF:810248,,University of Lausanne,Other,CHF:810248,,2021-10-01 00:00:00,2025-09-30 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
deweylab/MetaSRA-pipeline,10.1093/bioinformatics/btx334,28535296,True,NIH,4,1,3,3U01HG007019-03S1,U01HG007019,UNIVERSITY OF WISCONSIN-MADISON,WI,NHGRI,USD:200725,200725.0,UNIVERSITY OF WISCONSIN-MADISON,NIAID; NHGRI; NLM,USD:2172802,2172802.0,2002-07-01T00:00:00,2027-06-30T00:00:00,OK
deweylab/CellO,10.1016/j.isci.2020.101913,33364592,True,NIH,2,0,2,,,,,,,,UNIVERSITY OF WISCONSIN-MADISON,NIAID; NLM,USD:1727077,1727077.0,2002-07-01T00:00:00,2027-06-30T00:00:00,OK
dib-lab/elvers,10.1186/2041-9139-4-16,23731568,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
diegozea/MIToS.jl,10.1093/bioinformatics/btw646,27797756,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
dieterich-lab/dorina,10.1093/nar/gkr1007,22086949,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
dieterich-lab/DCC,10.1093/bioinformatics/bt,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
DIncalciLab/samurai,10.1093/bib/bbaf035,39879385,True,Other,7,0,7,,,,,,,,Helsinki Art Museum,Other,EUR:14999335,,2021-02-01 00:00:00,2026-07-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
ding-lab/CharGer,10.1093/bioinformatics/bty649,30102335,True,NIH; Other,5,3,2,5R01HG009711-04; 5R01CA178383-03; R01 CA18006,R01HG009711; R01CA178383,WASHINGTON UNIVERSITY,MO,NHGRI; NCI; Other,USD:576333,576333.0,WASHINGTON UNIVERSITY,NCI; NIDA; NHGRI; Other,USD:1253184,1253184.0,2009-09-01T00:00:00,2022-06-30T00:00:00,OK
DingWB/PyComplexHeatmap,10.1002/imt2.115,38454967,True,NIH,1,1,0,5R35GM146978-04,R35GM146978,CHILDREN'S HOSP OF PHILADELPHIA,PA,NIGMS,USD:250000,250000.0,CHILDREN'S HOSP OF PHILADELPHIA,NIGMS,USD:250000,250000.0,2022-09-15T00:00:00,2027-08-31T00:00:00,OK
dmis-lab/biobert,10.1093/bioinformatics/btz682,31501885,True,Other,2,0,2,,,,,,,,,Other,EUR:1820100,,2020-01-01 00:00:00,2023-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
dockstore/dockstore,10.1093/nar/gkab346,33978761,True,NIH; Other,7,3,4,5R01HG009737-04; CDA 14-156; OGI-168,R01HG009737,UNIVERSITY OF CALIFORNIA SANTA CRUZ,CA,NHGRI; Other,USD:533251,533251.0,"BROAD INSTITUTE, INC.; UNIVERSITY OF CALIFORNIA SANTA CRUZ",NHGRI; NHLBI; Other; NIH,USD:10236772,10236772.0,2017-08-29T00:00:00,2028-06-30T00:00:00,OK
dohlee/metheor,10.1371/journal.pcbi.1010946,36940213,True,Other,4,4,0,NRF-2019M3E5D307337511; 2021-0-01343; NRF-2022M3E5F3085677; NO.2021-0-01343,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
dorbarker/voc-identify,10.1101/2021.06.14.448421,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
dportik/SuperCRUNCH,10.1111/2041-210X.13392,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
dpryan79/MethylDackel,10.1101/481283,,True,Other,5,0,5,,,,,,,,Baylor College of Medicine,Other,USD:2000000,2000000.0,2012-12-05 00:00:00,,OK
dputhier/pygtftk,10.1093/bioinformatics/btz116,30768152,True,Other,6,4,2,ANR-11-IDEX-0001-02; ANR-11-IDEX; 11-IDEX-0001-02; IDEX-0001-02,,,,Other,,,TECHNOLOGIE AVANCEE POUR LE GENOME ET LA CLINIQUE; CEA Saclay,Other,EUR:88295565,,2012-03-01 00:00:00,,Not in NIH RePORTER (non-NIH funder via local snapshot)
drivenbyentropy/aptasuite,10.1093/nar/gk,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
Drizzle-Zhang/scMAGIC,10.1093/nar/gkab1275,34986249,True,Other,4,0,4,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
dr-joe-wirth/phantasm,10.1093/nar/gkad196,36938868,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
DRL/kinfin,10.1534/g3.117.300233,28866640,True,Other,2,2,0,NE/J011355/1; BB/K020161/1,,,,Other,GBP:876522,,,Other,GBP:876522,,2012-08-31 00:00:00,2017-06-29 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
dsw7/MetAromatic,10.1016/j.abb.2019.07.018,31351863,True,Other,1,1,0,RGPIN05559,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
dvklopfenstein/pmidcite,10.1002/jrsm.1456,33031632,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
DyogenIBENS/Agora,10.1038/s41559-022-01956-z,36646945,True,Other,16,13,3,ANR-07-GANI-0008; ANR-10-IDEX-0001-02 PSL* Research University; ANR-10-IDEX-0001-02; 10-LABX-54; ANR-10-LABX-54; ANR-10-IDEX-0001-02 PSL; ANR-10-BINF-01-03; ANR-10; ANR-10-IDEX-; 10-IDEX-0001-02; ANR-07-GANI-008-01; 10-IDEX-0001-02 PSL; IDEX-0001-02,,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE - DELEGATION REGIONALE ILE-DE-FRANCE SECTEUR PARIS B,,Other,EUR:90000,,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE - DELEGATION REGIONALE ILE-DE-FRANCE SECTEUR PARIS B; Institut Pasteur; Ecole Nationale Supérieure des Arts Décoratifs; Inserm,Other,EUR:169794009,,2008-01-02 00:00:00,,Not in NIH RePORTER (non-NIH funder via local snapshot)
earmingol/cell2cell,10.1038/s41467-022-31369-2,35760817,True,NIH; Other,5,0,5,,,,,,,,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",NICHD; NIGMS; Other,USD:815405,815405.0,2001-07-01T00:00:00,2027-06-30T00:00:00,OK
ebi-webcomponents/nightingale,10.1093/bioadv/vbad064,37359723,True,NIH; Other,2,1,1,221320/Z/20/Z,,,,Other,,,EUROPEAN MOLECULAR BIOLOGY LABORATORY,NHGRI; Other,USD:4960830,4960830.0,2014-09-18T00:00:00,2027-05-31T00:00:00,OK
EBISPOT/ols4,10.1093/bioinformatics/btaf279,40323307,True,NIH,1,0,1,,,,,,,,UNIV OF NORTH CAROLINA CHAPEL HILL,OD,USD:1209005,1209005.0,2024-09-01T00:00:00,2025-08-31T00:00:00,OK
Ecogenomics/GTDBTk,10.1038/s41587-020-0501-8,32341564,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
Edinburgh-Genome-Foundry/DnaChisel,10.1093/bioinformatics/btaa558,32647895,True,Other,5,1,4,BB/M0101804/1,,,,Other,,,,Other,GBP:18926619,,2014-09-15 00:00:00,2022-03-30 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
EDS-Bioinformatics-Laboratory/ENCORE,10.1038/s41467-024-52446-8,39284801,True,Other,4,1,3,Horizon 2020,,,,Other,,,STICHTING AMSTERDAM UMC; AMSTERDAM UMC RESEARCH BV; Fundación Progreso y Salud,Other,EUR:46048037,,2018-01-01 00:00:00,2026-08-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
egaffo/circompara2,10.1093/bib/bbab418,34698333,True,Other,2,1,1,PRIN 2017 2017PPS2X4_003,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
egluckthaler/starfish,10.1093/nar/gkae327,38686785,True,Other,1,0,1,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
egonw/bacting,10.21105/joss.02558,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
Electrostatics/electrostatics.github.io,10.1002/pro.3280,28836357,True,NIH; NSF; Other,14,11,3,5R01GM069702-18; 5R01GM031749-41; DE-AC05-76RL01830; GM31749; DE-AC02-05CH11231; 110640; 76RL01830; DE-AC02; AC05-76RL01830; 05CH11231; DE-AC05,R01GM069702; R01GM031749,"BATTELLE PACIFIC NORTHWEST LABORATORIES; UNIVERSITY OF CALIFORNIA, SAN DIEGO",WA; CA,NIGMS; NIH; Other; NSF,USD:474152,474152.0,"BATTELLE PACIFIC NORTHWEST LABORATORIES; UNIVERSITY OF CALIFORNIA, SAN DIEGO; University of Michigan Ann Arbor",NIGMS; NSF; NIH; Other,USD:1173768,1173768.0,1983-06-01T00:00:00,2023-06-30T00:00:00,OK
elzbth/jitterbug,10.1186/s12864-015-1975-5,26459856,True,Other,3,3,0,AGL2013-43244-R; SEV-2012-0208; BFU2009-11932,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
EMBL-Hentze-group/htseq-clip,10.1093/bioinformatics/btac747,36394253,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
epifluidlab/FinaleToolkit,10.1093/bioadv/vbaf236,41221372,True,NIH,1,1,0,7R56HG012360-02,R56HG012360,NORTHWESTERN UNIVERSITY,IL,NHGRI,USD:191615,191615.0,NORTHWESTERN UNIVERSITY,NHGRI,USD:191615,191615.0,2022-09-27T00:00:00,2024-03-31T00:00:00,OK
epruesse/SINA,10.1093/bioinformatics/bts252,22556368,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
eric9n/Kun-peng,10.1093/bib/bbag119,41838875,True,Other,2,2,0,82341109; 82173645,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
esteinig/sketchy,10.1101/2022.02.05.479210,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
eternagame/EternaBrain,10.1371/journal.pcbi.1007059,31247029,True,NIH,2,2,0,5R35GM122579-10; 5R01GM100953-04,R35GM122579; R01GM100953,STANFORD UNIVERSITY,CA,NIGMS,USD:805329,805329.0,STANFORD UNIVERSITY,NIGMS,USD:805329,805329.0,2012-06-05T00:00:00,2027-07-31T00:00:00,OK
EvolBioInf/andi,10.1093/bioinformatics/btu815,25504847,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
evotools/nf-LO,10.1093/gbe/evab183,34383887,True,Other,2,2,0,BB/T019468/1; BBS/E/D/10002070,,,,Other,GBP:436525,,,Other,GBP:436525,,2020-11-01 00:00:00,2023-10-30 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
ewels/clusterflow,10.12688/f1000research.10335.2,28299179,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
fedarko/strainFlye,10.1101/gr.276917.122,36418060,True,NIH,1,0,1,,,,,,,,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",NIDDK,USD:877091,877091.0,2021-12-23T00:00:00,2026-11-30T00:00:00,OK
FelixKrueger/Bismark,10.1093/bioinformatics/btr167,21493656,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
FertigLab/CoGAPS,10.1093/bioinformatics/btq503,20810601,True,NIH; NSF,2,1,1,3R21LM009382-01A2S1,R21LM009382,JOHNS HOPKINS UNIVERSITY,MD,NLM,USD:34842,34842.0,JOHNS HOPKINS UNIVERSITY; Johns Hopkins University School of Medicine,NLM; NSF,USD:1912010,1912010.0,2004-05-01 00:00:00,2011-09-29T00:00:00,OK
fgtorres-zz/LeishDB,10.1093/database/bax047,29220437,True,Other,1,0,1,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
flexidot-bio/flexidot,10.1093/bioinformatics/bty353,29722882,True,Other,1,0,1,,,,,,,,National Institute of Advanced Industrial Science and Technology,Other,JPY:18330000,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
fmalmeida/ngs-preprocess,10.12688/f1000research.139488.1,37970066,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
foerstner-lab/READemption,10.1093/bioinformatics/btu533,25123900,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
fpusan/SuperPang,10.1111/1755-0998.13826,37382302,True,Other,10,10,0,892961; 2019‐02336; 2018-05973; 05973; 2017-04422; 2018-; 2017‐04422; 2018‐05973; H2020; 2019-02336,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
franciscozorrilla/metaGEM,10.1093/nar/gkab815,34614189,True,Other,8,4,4,2018-05973; 05973; 2018-; Horizon 2020,,,,Other,,,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE; DANMARKS TEKNISKE UNIVERSITET,Other,EUR:8246454,,2016-03-01 00:00:00,2026-09-30 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
FreshAirTonight/af2complex,10.1038/s41467-022-29394-2,35365655,True,NIH; Other,3,2,1,DE-SC0021303; DOE DE-SC0021303,,,,Other,,,GEORGIA INSTITUTE OF TECHNOLOGY,NIGMS; Other,USD:316546,316546.0,2016-05-06T00:00:00,2031-02-28T00:00:00,OK
fritzsedlazeck/SURVIVOR,10.1038/NCOMMS14061,28117401,True,NIH,1,0,1,,,,,,,,JOHNS HOPKINS UNIVERSITY,NHGRI,USD:1865465,1865465.0,1999-09-01T00:00:00,2029-08-31T00:00:00,OK
fritzsedlazeck/Sniffles,10.1038/s41587-023-02024-y,38168980,True,NIH,12,2,10,5UH3NS132105-04; 5UG3NS132105-02,UH3NS132105; UG3NS132105,BAYLOR COLLEGE OF MEDICINE,TX,NINDS,USD:757610,757610.0,BAYLOR COLLEGE OF MEDICINE; BOSTON UNIVERSITY MEDICAL CAMPUS; PACIFIC NORTHWEST RESEARCH INSTITUTE; UNIVERSITY OF CALIFORNIA-IRVINE; UNIVERSITY OF CALIFORNIA AT DAVIS,NHGRI; NINDS; NIA; NIGMS; NIH,USD:15762651,15762651.0,1997-08-01T00:00:00,2028-03-31T00:00:00,OK
fsaina/DeBruijnBloom,10.1186/1748-7188-8-22,24040893,True,Other,4,2,2,ANR-10; ANR-12,,,,Other,,,Centre de Recherche en Informatique; Université Paris Cité,Other,EUR:640202,,2010-10-01 00:00:00,,Not in NIH RePORTER (non-NIH funder via local snapshot)
FunGeST/Palimpsest,10.1093/bioinformatics/bty388,29771315,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
fungs/taxator-tk,10.1093/bioinformatics/btu745,25388150,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
Future-House/BixBench,10.1038/s41551-026-01634-6,41912700,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
G3viz/g3viz,10.1093/bioinformatics/btz631,31393560,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
ga4gh/vrs,10.1016/j.xgen.2021.100027,35311178,True,NIH; Other,16,2,14,5R35HG011949-05; WT108749/Z/15/Z,R35HG011949,RESEARCH INST NATIONWIDE CHILDREN'S HOSP,OH,NHGRI; NIH,USD:267071,267071.0,"UNIVERSITY OF CALIFORNIA SANTA CRUZ; UNIV OF NORTH CAROLINA CHAPEL HILL; BRIGHAM AND WOMEN'S HOSPITAL; BROAD INSTITUTE, INC.; WASHINGTON UNIVERSITY; RESEARCH INST NATIONWIDE CHILDREN'S HOSP; MAYO CLINIC ROCHESTER",NHGRI; NCI; NIH; Other,USD:18674667,18674667.0,2013-09-23T00:00:00,2027-06-30T00:00:00,OK
Gabaldonlab/redundans,10.1093/nar/gkw294,27131372,True,Other,19,15,4,FP7-PEOPLE-2013-ITN-606786; 2007-2013; FP7-PEOPLE-2013-ITN; FP7/2007-2013; 2013-ITN-606786; BFU2015-67107; H2020-MSCA-ITN; FP7-PEOPLE-2013; SGR857; H2020; H2020-MSCA; H2020-MSCA-ITN-2014-642095; SEV-2012-0208; FP7/2007; Horizon 2020,,,,Other,,,MEDIZINISCHE UNIVERSITAET WIEN; FUNDACIO CENTRE DE REGULACIO GENOMICA,Other,EUR:8212934,,2013-01-01 00:00:00,2019-08-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
gabywald/BioSilico,10.1101/117994,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
galaxyproject/galaxy,10.1093/nar/gkag469,42261686,True,NIH; NSF,6,3,3,U24HG010263; U24CA284167; U24HG006620,,,,NIH,,,Pennsylvania State University,NIH; NSF,USD:2963428,2963428.0,2024-09-15 00:00:00,2028-08-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
gamcil/clinker,10.1093/bioinformatics/btab007,33459763,True,Other,1,0,1,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
gao-lab/Cell_BLAST,10.1038/s41467-020-17281-7,32651388,True,Other,2,2,0,2016YFC0901603; 2015AA020108,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
gao-lab/GLUE,10.1038/s41587-022-01284-4,35501393,True,Other,2,1,1,2016YFC0901603,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
gao-lab/SLAT,10.1038/s41467-023-43105-5,37945600,True,Other,1,1,0,2022ZD0115004,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
Gaorav-Gupta-Lab/ScarMapper,10.1093/nar/gkab299,33963863,True,NIH,5,1,4,CA222092,,,,NIH,,,UNIV OF NORTH CAROLINA CHAPEL HILL,NCI; NIH,USD:7792772,7792772.0,1997-06-01T00:00:00,2030-06-30T00:00:00,OK
GarrettJenkinson/informME,10.1186/s12859-018-2086-5,29514626,True,NIH; NSF; Other,5,3,2,5R01CA054358-30; 1656201; CCF-1656201,R01CA054358,JOHNS HOPKINS UNIVERSITY; Johns Hopkins University,MD,NCI; NSF; Other,USD:504358,504358.0,JOHNS HOPKINS UNIVERSITY; Johns Hopkins University,NHGRI; NCI; NSF; Other,USD:1574885,1574885.0,1991-05-01T00:00:00,2025-06-30T00:00:00,OK
GATB/bcalm,10.1093/bioinformatics/btw279,27307618,True,NSF,8,0,8,,,,,,,,The Pennsylvania State University; Pennsylvania State University,NSF,USD:2632310,2632310.0,2014-06-01 00:00:00,2022-01-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
GATB/MindTheGap,10.1186/s12864-020-07125-5,33148192,True,Other,1,0,1,,,,,,,,Institut National Polytechnique de Toulouse,Other,EUR:22000000,,2019-09-01 00:00:00,,Not in NIH RePORTER (non-NIH funder via local snapshot)
GC-HBOC/HerediVar,10.1186/s40246-025-00787-w,40616174,True,Other,1,1,0,70114178,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
GDKO/AvP,10.1371/journal.pcbi.1010686,36350852,True,Other,4,2,2,ANR-15-IDEX-01; -15-IDEX-01,,,,Other,,,EPA VILLA ARSON,Other,EUR:86315776,,2016-04-23 00:00:00,,Not in NIH RePORTER (non-NIH funder via local snapshot)
gecrooks/weblogo,10.1101/gr.849004,15173120,True,NIH; Other,4,1,3,1-K22-HG00056,,,,Other,,,UNIVERSITY OF CALIF-LAWRENC BERKELEY LAB; UNIVERSITY OF CALIFORNIA BERKELEY,NIGMS; NHGRI; Other,USD:2117776,2117776.0,2000-02-10T00:00:00,2008-08-31T00:00:00,OK
genomehubs/genomehubs,10.12688/wellcomeopenres.18658.1,36864925,True,Other,5,3,2,BB/R015325/1; 218328/Z/19/Z; BB/R015325/2,,,,Other,GBP:674483,,University of Oxford,Other,GBP:10034904,,2016-10-01 00:00:00,2022-08-30 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
genometools/genometools,10.1109/TCBB.2013.68,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
GenomicsStandardsConsortium/mixs,10.1038/nbt1360,18464787,True,NIH; Other,6,1,5,BB/E025080/1,,,,Other,GBP:103045,,STANFORD UNIVERSITY,NHGRI; Other; NIH,USD:2823237; GBP:103045,2823237.0,2005-09-23T00:00:00,2017-07-31T00:00:00,OK
Genotek/ClassifyCNV,10.1038/s41598-020-76425-3,33230148,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
genotoul-bioinfo/dgenies,10.7717/peerj.4958,29888139,True,Other,1,0,1,,,,,,,,Fondation de France,Other,EUR:65987574,,2011-12-01 00:00:00,,Not in NIH RePORTER (non-NIH funder via local snapshot)
genouest/biomaj,10.1093/bioinformatics/btn325,18593718,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
genular/pandora,10.1016/j.patter.2020.100178,33511368,True,NIH,3,0,3,,,,,,,,GRADUATE SCHOOL OF PUBLIC HEALTH AND HEALTH POLICY; STANFORD UNIVERSITY; DUKE UNIVERSITY,NCI; NIAID,USD:2298894,2298894.0,2002-07-01T00:00:00,2029-04-30T00:00:00,OK
getzlab/rnaseqc,10.1093/bioinformatics/btab135,33677499,True,NIH; Other,2,0,2,,,,,,,,YALE UNIVERSITY,NCI; Other,USD:1157281,1157281.0,2019-09-19T00:00:00,2026-08-31T00:00:00,OK
ggonnella/gfapy,10.1093/bioinformatics/btx398,28645150,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
gitter-lab/LPWC,10.1186/s12859-019-3324-1,31948388,True,NIH; NSF,4,3,1,1553206; DBI 1553206; CAREER,,Morgridge Institute for Research,,NSF,USD:887230,887230.0,UNIVERSITY OF WISCONSIN-MADISON; Morgridge Institute for Research,NCI; NSF,USD:4257316,4257316.0,1997-04-25T00:00:00,2028-03-31T00:00:00,OK
gkudla/hyb,10.1016/j.ymeth.2013.10.015,24211736,True,Other,4,3,1,097383; 077248; BB/J001279/1,,,,Other,GBP:554320,,,Other,GBP:554320,,2007-02-01 00:00:00,2018-01-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
